DEPOT,CODE,TYPE,GROUP,TEU,STATUS,FOODGRADE,IDLEDAYS,LEASECONTRACT,OWNERSHIP,SOC,BUILDDATE
BEANR003,CJYU9616639,40GP,STANDARD,2,Not Blocked,yes,49,,Owned,no,10/03/2017
BEANR003,HAMU7734857,40GP,STANDARD,2,Not Blocked,yes,64,,Owned,no,27/11/1986
BEANR003,HLBU2382155,40GP,STANDARD,2,Not Blocked,no,94,,Owned,no,09/05/2008
BEANR003,HAMU6630096,40GP,STANDARD,2,Not Blocked,yes,53,,Owned,no,11/05/1986
BEANR003,ITAU5318780,40GP,STANDARD,2,Not Blocked,no,22,,Owned,no,26/12/2010
BEANR003,CSQU7887559,40GP,STANDARD,2,Not Blocked,yes,97,,Owned,no,28/07/1982
BEANR003,CSQU6616135,40GP,STANDARD,2,Not Blocked,yes,45,,Owned,no,23/05/1983
BEANR003,MSWU6539554,40HC,STANDARD,2,Not Blocked,no,8,,Owned,no,28/04/2007
BEANR003,MSAU5506736,40HC,STANDARD,2,Not Blocked,no,2,,Owned,no,12/03/2017
BEANR003,HAMU4289690,40HC,STANDARD,2,Not Blocked,no,60,,Owned,no,02/06/2016
BEANR003,MSWU4389058,40HC,STANDARD,2,Not Blocked,no,83,,Owned,no,14/04/2003
BEANR003,CSQU4143035,40HC,STANDARD,2,Not Blocked,no,16,,Owned,no,10/12/2012
BEANR003,CSNU8631932,40HC,STANDARD,2,Not Blocked,no,33,,Eligible for offhire,no,17/05/1997
BEANR003,CJYU3860284,40HC,STANDARD,2,Not Blocked,no,64,,Owned,no,07/02/1980
BEANR003,MSAU1092834,40HC,STANDARD,2,Not Blocked,no,58,,Owned,no,27/11/2008
BEANR003,TLEU3878786,40HC,STANDARD,2,Not Blocked,no,65,,Owned,no,17/03/1991
BEANR003,MSFU3272813,40HC,STANDARD,2,Damaged,yes,1,,Owned,no,28/03/2003
BEANR003,CSQU1368948,40HC,STANDARD,2,Not Blocked,yes,34,,Owned,no,08/03/2007
BEANR003,CSQU7656472,40HC,STANDARD,2,Not Blocked,no,42,,Owned,no,01/06/2006
BEANR003,CSQU9999947,40HC,STANDARD,2,Not Blocked,no,63,,Owned,no,26/07/2000
BEANR003,ITAU2588835,40HC,STANDARD,2,Not Blocked,no,32,,Owned,no,11/10/2008
BEANR003,MRKU1440793,40HC,STANDARD,2,Not Blocked,no,95,,Owned,no,04/06/2013
BEANR003,MSAU8322101,40HC,STANDARD,2,Not Blocked,no,30,,Owned,no,30/07/2018
BEANR003,COZU9266202,40HC,STANDARD,2,Not Blocked,no,24,,Owned,no,19/11/1998
BEANR003,SCMU9572477,40HC,STANDARD,2,Out of Fleet,no,92,,Owned,no,24/02/2006
BEANR003,CSNU2309348,45HC,STANDARD,2,Not Blocked,no,24,,Owned,no,28/12/1988
BEANR003,MSFU2562152,45HC,STANDARD,2,Not Blocked,no,8,,Owned,no,01/12/1979
BEANR003,HAMU1344092,45HC,STANDARD,2,Not Blocked,yes,97,,Owned,no,18/09/2010
BEANR003,MSWU2136796,45HC,STANDARD,2,Not Blocked,no,58,,Owned,no,12/03/1998
BEANR003,MRKU5008235,45HC,STANDARD,2,Not Blocked,no,9,,Owned,no,27/06/2013
BEANR003,ITAU1619989,45HC,STANDARD,2,Not Blocked,no,84,,Eligible for offhire,no,30/01/1992
BEANR003,CJYU1136823,45HC,STANDARD,2,Not Blocked,yes,99,,Owned,no,28/09/2010
BEANR003,MRKU4520363,45HC,STANDARD,2,Not Blocked,yes,24,,Owned,no,09/05/2017
BEANR003,MSAU5219593,45HC,STANDARD,2,Not Blocked,no,82,,Eligible for offhire,no,26/10/1998
BEANR003,MSWU5306930,45HC,STANDARD,2,Not Blocked,yes,95,,Owned,no,14/08/1994
BEANR003,CSNU6582990,45HC,STANDARD,2,Not Blocked,no,52,,Owned,no,02/09/1983
BEANR003,HAMU7354315,45HC,STANDARD,2,Not Blocked,yes,2,,Owned,no,01/04/1990
BEANR003,MSFU3732192,45HC,STANDARD,2,Not Blocked,yes,81,,Eligible for offhire,no,07/07/2004
BEANR003,HPJU6992228,45HC,STANDARD,2,Not Blocked,yes,12,,Owned,no,17/09/2008
BEANR003,CSNU9758256,45HC,STANDARD,2,Not Blocked,yes,61,,Owned,no,14/10/2019
BEANR003,HAMU6238778,45HC,STANDARD,2,Not Blocked,yes,22,,Owned,no,18/06/1982
BEANR003,MSWU5535072,45HC,STANDARD,2,Not Blocked,no,29,,Owned,no,12/09/1995
BEANR003,MRKU7561009,45HC,STANDARD,2,Not Blocked,yes,18,,Owned,no,18/10/2008
BEANR003,TLEU8857877,45HC,STANDARD,2,Not Blocked,yes,88,,Owned,no,29/07/2010
BEANR003,ITAU1060759,45HC,STANDARD,2,Not Blocked,no,34,,Owned,no,28/05/2012
BEANR003,CSQU2042104,45HC,STANDARD,2,Not Blocked,yes,49,,Owned,no,02/10/1986
BEANR003,HLXU4372028,45HC,STANDARD,2,Not Blocked,yes,59,,Owned,no,23/03/1985
BEANR003,MSWU9896911,45HC,STANDARD,2,Not Blocked,no,85,,Owned,no,20/05/2007
BEANR003,HPJU6527737,45HC,STANDARD,2,Not Blocked,yes,57,,Owned,no,10/06/1989
BEANR003,MRKU3728241,45HC,STANDARD,2,Out of Fleet,no,32,,Owned,no,30/09/2006
BEANR003,SCMU3803186,45HC,STANDARD,2,Not Blocked,yes,88,,Owned,no,10/11/1980
BEANR003,MRKU1366816,45HC,STANDARD,2,Damaged,no,45,,Owned,no,08/03/2017
BEANR003,CSNU6803603,45HC,STANDARD,2,Not Blocked,no,29,,Owned,no,17/02/1985
BEANR003,TLEU7214489,45HC,STANDARD,2,Not Blocked,no,89,,Owned,no,06/02/2019
BEANR003,SCMU6786093,45HC,STANDARD,2,Not Blocked,no,100,,Owned,no,02/09/2013
BEANR003,SCMU9851413,45HC,STANDARD,2,Not Blocked,yes,84,,Owned,no,21/10/2015
BEANR003,SCMU4440504,45HC,STANDARD,2,Not Blocked,no,84,,Owned,no,11/08/1979
BEANR003,MSFU8947370,45HC,STANDARD,2,Not Blocked,no,87,,Owned,no,03/05/2013
BEANR003,ITAU3739400,45HC,STANDARD,2,Not Blocked,no,6,,Owned,no,23/03/2009
BEANR003,ITAU9117903,45HC,STANDARD,2,Not Blocked,no,55,,Owned,no,12/02/2005
BEANR003,CSQU2663453,45HC,STANDARD,2,Not Blocked,yes,57,,Owned,no,25/03/2006
BEANR003,TLEU7216356,45HC,STANDARD,2,Not Blocked,no,96,,Owned,no,03/08/2002
BEANR003,TLEU6883579,45HC,STANDARD,2,Not Blocked,no,61,,Owned,no,19/09/2007
BEANR003,CJYU7424294,45HC,STANDARD,2,Out of Fleet,yes,24,,Owned,no,13/07/1980
BEANR003,HPJU1696528,45HC,STANDARD,2,Not Blocked,no,39,,Owned,no,13/12/2002
BEANR003,MRKU2650581,45HC,STANDARD,2,Damaged,no,64,,Owned,no,12/02/1988
BEANR003,HPJU5693578,45HC,STANDARD,2,Not Blocked,no,49,,Owned,no,19/03/1991
BEANR003,CJYU9237744,45HC,STANDARD,2,Not Blocked,yes,49,,Owned,no,13/10/2001
BEANR003,TLEU3176763,45HC,STANDARD,2,Not Blocked,no,89,,Owned,no,02/07/2015
BEANR003,MSAU2845053,45HC,STANDARD,2,Not Blocked,no,42,,Owned,no,10/08/2005
BEANR003,CJYU1551913,45HC,STANDARD,2,Not Blocked,no,63,,Eligible for offhire,no,26/07/2015
BEANR003,HLBU4828064,45HC,STANDARD,2,Not Blocked,no,92,,Owned,no,26/09/1994
BEANR003,CJYU6190606,45HC,STANDARD,2,Not Blocked,yes,1,,Eligible for offhire,no,10/05/2017
BEANR003,MSFU1985783,45HC,STANDARD,2,Not Blocked,yes,33,,Eligible for offhire,no,23/06/1999
BEANR003,ITAU3116154,45HC,STANDARD,2,Not Blocked,no,7,,Owned,no,06/12/1998
BEANR003,COZU3291056,45HC,STANDARD,2,Not Blocked,no,77,,Owned,no,13/02/1992
BEANR003,HAMU6047559,45HC,STANDARD,2,Not Blocked,no,13,,Owned,no,07/12/2019
BEANR003,HPJU4150117,20RE,REEFER,1,Not Blocked,no,83,,Owned,no,06/03/1985
BEANR003,HLBU2528361,20RE,REEFER,1,Not Blocked,no,41,,Owned,no,28/10/1987
BEANR003,MSAU3681972,20RE,REEFER,1,Damaged,no,50,,Eligible for offhire,no,01/01/1985
BEANR003,MSWU2869921,20RE,REEFER,1,Not Blocked,no,66,,Owned,no,21/04/2002
BEANR003,CJYU4394593,20RE,REEFER,1,Not Blocked,yes,85,,Owned,no,13/11/1983
BEANR003,HAMU5417708,20RE,REEFER,1,Not Blocked,no,37,,Owned,no,12/03/2017
BEANR003,COZU2479190,20RE,REEFER,1,Out of Fleet,yes,90,,Eligible for offhire,no,16/07/1990
BEANR003,CSNU6790550,20RE,REEFER,1,Not Blocked,no,68,,Owned,no,14/10/2015
BEANR003,MRKU3927284,20RE,REEFER,1,Not Blocked,no,1,,Owned,no,27/12/2014
BEANR003,HLXU8399837,20RE,REEFER,1,Not Blocked,yes,23,,Owned,no,14/06/2012
BEANR003,CJYU5820868,20RE,REEFER,1,Not Blocked,no,56,,Owned,no,29/11/1999
BEANR003,MRKU7937894,20RE,REEFER,1,Not Blocked,yes,22,,Owned,no,26/07/1987
BEANR003,TLEU2702707,20RE,REEFER,1,Not Blocked,yes,43,,Owned,no,27/08/1997
BEANR003,HAMU3052205,20RE,REEFER,1,Not Blocked,no,56,,Owned,no,24/02/1979
BEANR003,TLEU5020224,20RE,REEFER,1,Out of Fleet,yes,100,,Owned,no,16/11/2014
BEANR003,HAMU9839414,20RE,REEFER,1,Not Blocked,yes,74,,Owned,no,12/04/2000
BEANR003,CSQU1485823,20RE,REEFER,1,Not Blocked,no,46,,Owned,no,22/07/2013
BEANR003,COZU3837878,20RE,REEFER,1,Not Blocked,yes,81,,Owned,no,19/11/2002
BEANR003,HAMU4596037,20RE,REEFER,1,Not Blocked,no,10,,Owned,no,02/10/2002
BEANR003,MSFU2170025,20RE,REEFER,1,Not Blocked,yes,10,,Owned,no,24/02/2009
BEANR003,CJYU4180966,20RE,REEFER,1,Not Blocked,no,2,,Owned,no,24/03/2011
BEANR003,HPJU9866523,20RE,REEFER,1,Not Blocked,yes,7,,Owned,no,08/07/1998
BEANR003,HAMU7815432,20RE,REEFER,1,Damaged,no,10,,Owned,no,16/08/1991
BEANR003,MRKU2073869,20RE,REEFER,1,Not Blocked,yes,21,,Owned,no,26/06/2016
BEANR003,MSFU5761747,20RE,REEFER,1,Not Blocked,no,0,,Owned,no,25/05/2018
BEANR003,MRKU7341002,20RE,REEFER,1,Not Blocked,yes,30,,Owned,no,12/05/2007
BEANR003,HLBU7672405,20RE,REEFER,1,Out of Fleet,no,29,,Owned,no,13/11/2006
BEANR003,MSWU7044875,20RE,REEFER,1,Not Blocked,yes,55,,Owned,no,19/01/1986
BEANR003,CSNU6978741,20RE,REEFER,1,Not Blocked,yes,86,,Owned,no,29/05/1999
BEANR003,HLXU2876172,20RE,REEFER,1,Not Blocked,no,82,,Owned,no,20/06/1995
BEANR003,CJYU8544409,20RE,REEFER,1,Not Blocked,no,29,,Owned,no,03/06/2019
BEANR003,COZU4760192,20RE,REEFER,1,Not Blocked,no,24,,Eligible for offhire,no,07/05/2013
BEANR003,HLBU2329924,20RE,REEFER,1,Out of Fleet,no,83,,Owned,no,21/02/1987
BEANR003,MSWU6852402,20RE,REEFER,1,Out of Fleet,no,13,,Owned,no,13/01/2010
BEANR003,MSFU6185143,20RE,REEFER,1,Not Blocked,yes,89,,Owned,no,07/05/2019
BEANR003,HLXU9642444,20RE,REEFER,1,Out of Fleet,no,59,,Owned,no,20/06/1986
BEANR003,MSFU5973525,20RE,REEFER,1,Not Blocked,yes,71,,Owned,no,27/05/2017
BEANR003,CSNU1477487,20RE,REEFER,1,Not Blocked,yes,70,,Owned,no,08/09/1981
BEANR003,CSNU6075540,20RE,REEFER,1,Not Blocked,no,31,,Owned,no,31/08/1995
BEANR003,CSNU5044534,20RE,REEFER,1,Not Blocked,yes,42,,Owned,no,24/02/1996
BEANR003,CJYU5828136,20RE,REEFER,1,Damaged,yes,83,,Owned,no,17/08/2016
BEANR003,HLXU4344156,20RE,REEFER,1,Not Blocked,yes,41,,Owned,no,17/01/1996
BEANR003,HPJU8077290,20RE,REEFER,1,Not Blocked,no,39,,Owned,no,01/02/2000
BEANR003,HPJU8734054,20RE,REEFER,1,Not Blocked,yes,8,,Owned,no,30/12/1986
BEANR003,HPJU3740278,20RE,REEFER,1,Not Blocked,no,63,,Owned,no,20/11/2019
BEANR003,MSAU1699837,20RE,REEFER,1,Not Blocked,yes,78,,Owned,no,12/05/1983
BEANR003,CSQU1983656,40RH,REEFER,2,Not Blocked,no,64,,Eligible for offhire,no,26/09/2015
BEANR003,ITAU6581185,40RH,REEFER,2,Damaged,yes,24,,Owned,no,09/02/1999
BEANR003,CJYU9263436,40RH,REEFER,2,Not Blocked,no,60,,Owned,no,08/03/2019
BEANR003,MRKU1759870,40RH,REEFER,2,Not Blocked,no,2,,Owned,no,19/03/1985
BEANR003,SCMU4892904,40RH,REEFER,2,Not Blocked,yes,61,,Owned,no,01/12/2009
BEANR003,MSAU3437844,40RH,REEFER,2,Not Blocked,yes,27,,Owned,no,29/03/1991
BEANR003,COZU7578445,40RH,REEFER,2,Not Blocked,no,86,,Owned,no,14/05/2013
BEANR003,HAMU7817978,40RH,REEFER,2,Damaged,yes,32,,Owned,no,09/02/2017
BEANR003,MSAU5860683,40RH,REEFER,2,Not Blocked,yes,37,,Owned,no,19/08/1983
BEANR003,HAMU5115850,40RH,REEFER,2,Not Blocked,no,2,,Owned,no,29/12/2002
BEANR003,MSWU4054773,40RH,REEFER,2,Not Blocked,yes,76,,Owned,no,06/03/1984
BEANR003,MSAU8901544,40RH,REEFER,2,Not Blocked,yes,22,,Owned,no,07/06/2004
BEANR003,COZU4857910,40RH,REEFER,2,Not Blocked,no,94,,Owned,no,24/02/1984
BEANR003,MRKU8815186,40RH,REEFER,2,Damaged,yes,100,,Owned,no,31/03/1994
BEANR003,CSNU8653752,40RH,REEFER,2,Not Blocked,no,79,,Owned,no,02/06/1990
BEANR003,ITAU1565676,40RH,REEFER,2,Not Blocked,no,2,,Owned,no,17/09/2008
BEANR003,ITAU5922473,40RH,REEFER,2,Out of Fleet,no,6,,Owned,no,13/03/2015
BEANR003,COZU9648921,40RH,REEFER,2,Not Blocked,yes,76,,Owned,no,06/11/2008
BEANR003,MRKU6707236,40RH,REEFER,2,Not Blocked,yes,71,,Owned,no,14/04/2012
BEANR003,MSFU6025382,40RH,REEFER,2,Not Blocked,no,78,,Owned,no,27/04/1981
BEANR003,MRKU2258648,40RH,REEFER,2,Not Blocked,yes,90,,Owned,no,14/12/2012
BEANR003,HLXU8901196,40RH,REEFER,2,Not Blocked,no,7,,Eligible for offhire,no,06/12/2012
BEANR003,CSQU7866620,40RH,REEFER,2,Not Blocked,no,72,,Owned,no,31/07/2000
BEANR003,HLBU1866682,40RH,REEFER,2,Not Blocked,no,35,,Owned,no,11/05/2017
BEANR003,MSFU9509759,40RH,REEFER,2,Not Blocked,no,26,,Owned,no,09/07/1995
BEANR003,CSQU2820964,40RH,REEFER,2,Not Blocked,no,90,,Owned,no,02/01/2002
BEANR003,HAMU8693993,40RH,REEFER,2,Not Blocked,no,92,,Owned,no,03/12/2013
BEANR003,MSAU5267227,40RH,REEFER,2,Not Blocked,no,52,,Owned,no,18/06/1996
BEANR003,SCMU9088392,40RH,REEFER,2,Not Blocked,yes,97,,Owned,no,12/08/1987
BEANR003,CSNU4021475,40RH,REEFER,2,Not Blocked,no,67,,Owned,no,26/09/2012
BEANR003,CSNU5169193,40RH,REEFER,2,Not Blocked,no,96,,Eligible for offhire,no,15/06/2000
BEANR003,HLXU4069566,40RH,REEFER,2,Not Blocked,yes,44,,Owned,no,22/03/2004
BEANR003,TLEU8869242,40RH,REEFER,2,Out of Fleet,yes,100,,Owned,no,21/05/1987
BEANR003,HPJU5063539,40RH,REEFER,2,Not Blocked,yes,61,,Owned,no,06/04/1985
BEANR003,COZU7805232,40RH,REEFER,2,Not Blocked,yes,42,,Owned,no,06/09/2015
BEANR003,ITAU5725865,40RH,REEFER,2,Not Blocked,no,19,,Owned,no,22/09/2018
BEANR003,CSQU1590201,40RH,REEFER,2,Not Blocked,yes,18,,Owned,no,20/08/1991
BEANR003,HPJU7889304,40RH,REEFER,2,Not Blocked,no,16,,Owned,no,20/06/1994
BEANR003,HPJU1756570,40RH,REEFER,2,Not Blocked,yes,26,,Owned,no,21/07/2003
BEANR003,COZU7801788,40RH,REEFER,2,Not Blocked,yes,60,,Owned,no,15/12/1989
BEANR003,TLEU2976721,40RH,REEFER,2,Not Blocked,no,30,,Owned,no,05/07/2003
BEANR003,MSWU8940259,40RH,REEFER,2,Not Blocked,no,10,,Owned,no,04/12/1997
BEANR003,CSNU7904770,40RH,REEFER,2,Not Blocked,yes,88,,Owned,no,22/10/2018
BEANR003,SCMU3219114,40RH,REEFER,2,Not Blocked,yes,23,,Eligible for offhire,no,25/03/2002
BEANR003,HLXU1074839,40RH,REEFER,2,Not Blocked,no,69,,Owned,no,15/10/1994
BEANR003,HLXU3635634,40RH,REEFER,2,Not Blocked,no,68,,Owned,no,02/03/1988
BEANR003,HLBU4484544,40RH,REEFER,2,Not Blocked,yes,68,,Owned,no,25/08/1988
BEANR003,CJYU1980934,40RH,REEFER,2,Not Blocked,no,61,,Eligible for offhire,no,14/05/1988
BEANR003,HPJU6698034,40RH,REEFER,2,Not Blocked,yes,51,,Owned,no,03/05/2010
BEANR003,SCMU1164406,40RH,REEFER,2,Not Blocked,no,28,,Owned,no,16/10/2011
BEANR003,TLEU5802987,40RH,REEFER,2,Not Blocked,no,59,,Owned,no,16/08/2009
BEANR003,MRKU4044141,40RH,REEFER,2,Not Blocked,yes,77,,Owned,no,15/08/2019
BEANR003,HAMU1067680,40RH,REEFER,2,Not Blocked,no,26,,Owned,no,22/12/1998
BEANR003,MRKU9629131,40RH,REEFER,2,Not Blocked,no,46,,Owned,no,20/11/2017
BEANR003,TLEU8545884,40RH,REEFER,2,Not Blocked,no,95,,Owned,no,13/04/1996
BEANR003,SCMU2235760,40RH,REEFER,2,Not Blocked,no,1,,Owned,no,25/11/2006
BEANR003,CSQU5876158,40RH,REEFER,2,Not Blocked,yes,42,,Owned,no,28/07/1988
BEANR003,CSNU9078734,40RH,REEFER,2,Not Blocked,yes,83,,Owned,no,17/07/1980
BEANR003,CSQU3213927,40RH,REEFER,2,Not Blocked,no,71,,Owned,no,18/04/1992
BEANR003,CSNU1656522,40RH,REEFER,2,Not Blocked,no,61,,Owned,no,17/10/1993
BEANR003,CSQU8655231,40RH,REEFER,2,Not Blocked,yes,53,,Owned,no,24/04/1993
BEANR003,MRKU1628088,40RH,REEFER,2,Not Blocked,no,8,,Owned,no,08/01/2012
BEANR003,SCMU9543021,40RH,REEFER,2,Not Blocked,yes,3,,Owned,no,06/02/1988
BEANR003,CJYU6688454,40RH,REEFER,2,Not Blocked,no,0,,Owned,no,28/02/1981
BEANR003,MSFU4525702,40RH,REEFER,2,Not Blocked,no,17,,Owned,no,31/08/1989
BEANR003,HLXU3211734,40RH,REEFER,2,Not Blocked,yes,26,,Owned,no,10/01/2019
BEANR003,HAMU1524018,40RH,REEFER,2,Out of Fleet,yes,26,,Owned,no,21/03/1981
BEANR003,HPJU5785004,40RH,REEFER,2,Not Blocked,no,70,,Owned,no,25/03/1991
BEANR003,HPJU7966264,40RH,REEFER,2,Not Blocked,yes,57,,Owned,no,31/03/2018
BEANR003,MSAU3092224,40RH,REEFER,2,Out of Fleet,no,22,,Owned,no,05/09/2003
BEANR003,ITAU5132615,40RH,REEFER,2,Not Blocked,no,18,,Owned,no,28/02/2000
BEANR003,CSQU5584863,40RH,REEFER,2,Not Blocked,yes,97,,Owned,no,23/02/1988
BEANR003,SCMU4898537,40RH,REEFER,2,Not Blocked,yes,45,,Owned,no,12/08/1986
BEANR003,COZU8966610,40RH,REEFER,2,Not Blocked,yes,59,,Owned,no,23/02/1993
BEANR003,HLBU2537884,40RH,REEFER,2,Not Blocked,yes,28,,Owned,no,14/01/1991
BEANR003,MSAU7782144,40RH,REEFER,2,Not Blocked,no,2,,Owned,no,09/10/2009
BEANR003,CJYU8570874,40RH,REEFER,2,Not Blocked,no,43,,Owned,no,30/01/1992
BEANR003,HLBU1082035,40RH,REEFER,2,Not Blocked,no,33,,Owned,no,14/07/1996
BEANR003,MSWU8068137,40RH,REEFER,2,Damaged,yes,85,,Owned,no,11/01/1998
BEANR003,HAMU7368667,40RH,REEFER,2,Not Blocked,no,19,,Owned,no,01/03/1993
BEANR003,TLEU2342185,40RH,REEFER,2,Not Blocked,yes,43,,Owned,no,21/04/1996
BEANR003,CSQU9925980,40RH,REEFER,2,Not Blocked,yes,26,,Owned,no,10/05/1993
BEANR003,HLXU3293883,40RH,REEFER,2,Not Blocked,yes,16,,Owned,no,20/06/2011
BEANR003,MRKU3911727,40RH,REEFER,2,Not Blocked,no,75,,Owned,no,04/02/2012
BEANR003,HPJU3050283,40RH,REEFER,2,Not Blocked,no,6,,Owned,no,21/12/2005
BEANR003,HLBU5606348,40RH,REEFER,2,Not Blocked,yes,100,,Owned,no,01/03/1998
BEANR003,MSFU3058007,40RH,REEFER,2,Not Blocked,no,71,,Owned,no,16/11/2009
BEANR003,CJYU2422744,40RH,REEFER,2,Out of Fleet,yes,24,,Owned,no,18/02/2012
BEANR003,MRKU5508259,40RH,REEFER,2,Not Blocked,no,75,,Owned,no,27/06/1989
BEANR003,CSQU8537920,40RH,REEFER,2,Not Blocked,no,34,,Owned,no,21/07/1986
BEANR003,MSAU8843139,40RH,REEFER,2,Not Blocked,yes,53,,Owned,no,22/04/1994
BEANR003,HPJU3273604,40RH,REEFER,2,Not Blocked,yes,88,,Owned,no,23/02/1981
BEANR003,TLEU6095289,40RH,REEFER,2,Not Blocked,no,77,,Owned,no,04/12/1986
BEANR003,MSFU8538983,45RH,REEFER,2,Not Blocked,yes,29,,Owned,no,01/10/2012
BEANR003,TLEU9630908,45RH,REEFER,2,Not Blocked,no,51,,Owned,no,16/05/2012
BEANR003,COZU1768290,45RH,REEFER,2,Not Blocked,no,52,,Owned,no,31/08/2002
BEANR003,MSAU2328314,20OT,OPEN_TOP,1,Not Blocked,no,86,,Owned,no,13/10/1990
BEANR003,COZU4893626,20OT,OPEN_TOP,1,Not Blocked,no,7,,Owned,no,28/01/2006
BEANR003,TLEU8519415,20OT,OPEN_TOP,1,Not Blocked,yes,43,,Eligible for offhire,no,31/07/1984
BEANR003,MSWU4034085,20OT,OPEN_TOP,1,Not Blocked,yes,37,,Owned,no,10/08/1988
BEANR003,CSNU7206863,20OT,OPEN_TOP,1,Not Blocked,yes,56,,Owned,no,03/01/2017
BEANR003,CJYU7075427,20OT,OPEN_TOP,1,Not Blocked,yes,25,,Owned,no,30/09/1988
BEANR003,MRKU5580141,20OT,OPEN_TOP,1,Not Blocked,no,70,,Owned,no,22/03/2006
BEANR003,SCMU5905199,20OT,OPEN_TOP,1,Not Blocked,no,3,,Eligible for offhire,no,12/10/1988
BEANR003,HAMU2800011,20OT,OPEN_TOP,1,Not Blocked,no,53,,Owned,no,24/11/2018
BEANR003,CJYU3524822,20OT,OPEN_TOP,1,Out of Fleet,yes,16,,Owned,no,04/06/1996
BEANR003,CSQU1762229,20OT,OPEN_TOP,1,Not Blocked,yes,44,,Owned,no,12/08/1987
BEANR003,TLEU1518613,20OT,OPEN_TOP,1,Not Blocked,yes,99,,Owned,no,21/12/1981
BEANR003,MSFU9942557,20OT,OPEN_TOP,1,Not Blocked,no,34,,Owned,no,28/02/2007
BEANR003,MSAU3847369,20OT,OPEN_TOP,1,Not Blocked,yes,84,,Owned,no,23/10/2000
BEANR003,HLXU7572107,20OT,OPEN_TOP,1,Not Blocked,no,39,,Owned,no,02/04/2003
BEANR003,CSNU1613526,20OT,OPEN_TOP,1,Not Blocked,no,57,,Owned,no,06/06/1984
BEANR003,MSWU8519193,20OT,OPEN_TOP,1,Not Blocked,no,49,,Eligible for offhire,no,14/08/2014
BEANR003,CSNU9455945,20OT,OPEN_TOP,1,Not Blocked,yes,32,,Owned,no,24/04/2004
BEANR003,TLEU6926600,20OT,OPEN_TOP,1,Not Blocked,no,53,,Owned,no,20/03/1997
BEANR003,MSWU9626481,20OT,OPEN_TOP,1,Damaged,yes,48,,Owned,no,13/09/2006
BEANR003,CSNU1478896,20OT,OPEN_TOP,1,Not Blocked,no,25,,Owned,no,24/07/1996
BEANR003,MSWU2303732,20OT,OPEN_TOP,1,Not Blocked,yes,22,,Owned,no,19/05/1979
BEANR003,MRKU7065014,20OT,OPEN_TOP,1,Not Blocked,no,41,,Owned,no,17/10/2007
BEANR003,CSNU8177939,20OT,OPEN_TOP,1,Damaged,no,54,,Owned,no,14/03/2001
BEANR003,MSFU1373103,20OT,OPEN_TOP,1,Not Blocked,no,99,,Owned,no,22/10/1983
BEANR003,HAMU1819207,20OT,OPEN_TOP,1,Damaged,no,29,,Eligible for offhire,no,11/01/1987
BEANR003,CSNU5605221,20OT,OPEN_TOP,1,Not Blocked,no,75,,Owned,no,22/11/1985
BEANR003,HLBU6226058,20OT,OPEN_TOP,1,Not Blocked,yes,84,,Owned,no,31/10/1992
BEANR003,CSQU5735150,20OT,OPEN_TOP,1,Not Blocked,no,41,,Owned,no,18/02/2014
BEANR003,CJYU1781975,20OT,OPEN_TOP,1,Damaged,yes,83,,Eligible for offhire,no,14/03/1987
BEANR003,SCMU8142795,20OT,OPEN_TOP,1,Damaged,yes,8,,Owned,no,22/01/2002
BEANR003,HPJU7470777,40OT,OPEN_TOP,2,Not Blocked,no,30,,Owned,no,14/02/2009
BEANR003,MSFU5113194,40OT,OPEN_TOP,2,Not Blocked,no,31,,Eligible for offhire,no,12/09/2015
BEANR003,HLBU9069943,40OT,OPEN_TOP,2,Not Blocked,no,43,,Owned,no,28/11/1998
BEANR003,CSQU8303666,40PC,FLAT-RACK,2,Not Blocked,yes,24,,Owned,no,12/03/2009
BEANR003,CSQU7697653,40PC,FLAT-RACK,2,Not Blocked,no,49,,Owned,no,09/06/2019
BEANR003,TLEU6876898,40PC,FLAT-RACK,2,Not Blocked,yes,60,,Owned,no,16/10/2005
BEANR003,CSNU9181042,40PC,FLAT-RACK,2,Damaged,yes,4,,Owned,no,24/11/1983
BEANR003,ITAU1329320,40PC,FLAT-RACK,2,Not Blocked,no,61,,Owned,no,08/05/1998
BEANR003,CJYU4590052,40PC,FLAT-RACK,2,Not Blocked,yes,53,,Owned,no,14/08/1993
BEANR003,CSQU8745664,40PC,FLAT-RACK,2,Not Blocked,no,38,,Owned,no,06/09/2011
BEANR003,MSAU6911373,40PC,FLAT-RACK,2,Not Blocked,yes,52,,Owned,no,02/02/1997
BEANR003,MSWU7598639,40PC,FLAT-RACK,2,Not Blocked,no,41,,Owned,no,03/12/1984
BEANR003,TLEU3880954,40PC,FLAT-RACK,2,Not Blocked,yes,95,,Owned,no,21/01/2018
BEANR003,MSWU4459831,40PC,FLAT-RACK,2,Not Blocked,yes,1,,Owned,no,04/08/1986
BEANR003,HAMU8011397,40PC,FLAT-RACK,2,Not Blocked,no,31,,Owned,no,10/03/2015
BEANR003,HLXU4192178,40PC,FLAT-RACK,2,Not Blocked,yes,8,,Eligible for offhire,no,03/05/1989
BEANR003,TLEU3918886,40PC,FLAT-RACK,2,Not Blocked,yes,50,,Owned,no,26/05/2016
BEANR003,ITAU6619874,40PC,FLAT-RACK,2,Not Blocked,no,26,,Eligible for offhire,no,04/06/2014
